Entity,Service Description,Price
BHM,Introd sheath 16f 70 g08 3,"$1,498.00 "
BHM,Introd sheath 4fr 11cm B T,$91.00 
BHM,Introd sheath 5f 10cm 301 5,$508.00 
BHM,Introd sheath 5f 10x45 401 0,$333.00 
BHM,Introd sheath 5fr 11cm 5046 5,$338.00 
BHM,Introd sheath 5fr 11cm 5046 7,$68.00 
BHM,Introd sheath 5fr 11cm 5046 8,$68.00 
BHM,Introd sheath 6f 10cm 301 5,$508.00 
BHM,Introd sheath 6f 10x45 401 0,$333.00 
BHM,Introd sheath 6f 13cm grn 6,$473.00 
BHM,Introd sheath 6f checkf g56 6,$605.00 
BHM,Introd sheath 6f kit 5046 x,$68.00 
BHM,Introd sheath 6fr 11cm B T,$91.00 
BHM,Introd sheath 6fr cls1 6,$375.00 
BHM,Introd sheath 6fr cls2 6,$482.00 
BHM,Introd sheath 7fr 11cm B T,$91.00 
BHM,Introd sheath 7fr 24cm B T,$181.00 
BHM,Introd sheath 7fr cls1 7,$375.00 
BHM,Introd sheath 7fr cls2 7,$482.00 
BHM,Introd sheath 7fx43cm 5016 a,$172.00 
BHM,Introd sheath 8.5fr cls100 4,$375.00 
BHM,Introd sheath 8fr 11cm B T,$91.00 
BHM,Introd sheath 8fr cls1 8,$364.00 
BHM,Introd sheath 8fr cls2 8,$482.00 
BHM,Introd sheath 9.5fr cls100 4,$375.00 
BHM,Introd sheath 9fr 11cm B T,$91.00 
BHM,Introd sheath 9fr 11cm hls1 9,$473.00 
BHM,Introd sheath 9fr 25cm hls2 9,$482.00 
BHM,Introd sheath 9fr cls1 8,$375.00 
BHM,Introd sheath 9fr cls2 9,$482.00 
BHM,Introd sheath afx 45cm s17 5,"$3,169.00 "
BHM,Introd sheath amp del 5f 45 0,"$5,655.00 "
BHM,Introd sheath EP fast 6.0 1 m,$146.00 
BHM,Introd sheath EP fast 7.0 1 m,$15.00 
BHM,Introd sheath EP fast 8.0 1 m,$146.00 
BHM,Introd sheath per 9,$373.00 
BHM,Introd sheath perc 8.5f 0,$546.00 
BHM,Introd sheath perc intro 8. r,$350.00 
BHM,Introd sheath percut 6fr 9 1,$359.00 
BHM,Introd sheath rad 5f af5g10 t,$508.00 
BHM,Introd sheath thromb 7f 501 3,$172.00 
BHM,Introd sheath w ndl 28g 384 1,$379.00 
BHM,Introd Shuttle 5fr 90cm g31 3,$946.00 
BHM,Introd st lead vntrc 45 375 7,"$2,098.00 "
BHM,Introd st lead vntrc 55 375 1,"$4,085.00 "
BHM,Introd Swartz sl0 trans 407 1,"$1,817.00 "
BHM,Introd Swartz sl1 trans 407 3,"$1,596.00 "
BHM,Introd tranjugl ring 10fg29 9,"$4,684.00 "
BHM,Introd tranjugl ring rtps10 c,"$5,086.00 "
BHM,Introd transeptal 8 032 0,"$1,064.00 "
BHM,Introd tube cfm9.0 perf g05 9,$90.00 
BHM,Introd tunnneler 18fr 423 0,$944.00 
BHM,Introd vcf10 38 30bc114 8,$672.00 
BHM,Introd w gundry rcsp 941 t,$851.00 
BHM,Introducer 14fr mic gi 98 2,"$1,894.00 "
BHM,Introducer 14fr mic gi 98 3,"$1,894.00 "
BHM,Introducer 16fr mic g kit98 2,"$1,894.00 "
BHM,Introducer 18fr mic g kit98 3,"$1,894.00 "
BHM,Introducer 20fr mic g kit98 4,"$1,894.00 "
BHM,Introducer minop 19fr fh60 u,"$2,459.00 "
BHM,Introducer plvtw 9 38 0,$662.00 
BHM,Introducr pinn 11f 25cm rss 5,$190.00 
BHM,Intubatn adaptr 14f g10 4,$0.00 
BHM,Investigational drug,$0.00 
BHM,Iodoflex gel 5gm,$0.00 
BHM,Iodosorb gel 0.9% 40gm,$0.00 
BHM,Iodosorb gel 5gm,$0.00 
BHM,IOL a060 akreos bl any s e,$0.01 
BHM,IOL aa203tf toric STARR any z,$450.00 
BHM,IOL aa203tl toric STARR any z,$450.00 
BHM,IOL aq5010v any sz ST R,$0.01 
BHM,IOL ar40e amo any s e,$0.01 
BHM,IOL at50ao Crystal B L any z,"$2,850.00 "
BHM,IOL at-50seCrystal any sz B S,"$2,685.00 "
BHM,IOL at50t bausch any s e,"$2,850.00 "
BHM,IOL at52ao Crystal B L any z,"$2,850.00 "
BHM,IOL bl1at bausch any s e,"$2,850.00 "
BHM,IOL bl1ut bausch any s e,"$2,850.00 "
BHM,IOL cartridge Monarch ins t,$0.00 
BHM,IOL cr70bu any size A N,$0.01 
BHM,IOL cz70bd any size A N,$0.01 
BHM,IOL envist B L mx60us anys e,$0.01 
BHM,IOL hd500 Crystal any sz B S,"$3,285.00 "
BHM,IOL hd520 Crystal any sz B S,"$3,285.00 "
BHM,IOL l161se soflex bl any s e,$0.01 
BHM,IOL li61ao any size B S,$0.01 
BHM,IOL m160l any size B S,$0.01 
BHM,IOL ma30ac any size A N,$0.01 
BHM,IOL ma50bm any size A N,$0.01 
BHM,IOL ma60ac any size A N,$0.01 
BHM,IOL ma60ma any size A N,$0.01 
BHM,IOL mc50bd any size A N,$0.01 
BHM,IOL mc60bd any size A N,$0.01 
BHM,IOL mn60d3 restor any sz A N,"$2,685.00 "
BHM,IOL mn60ma any size A N,$0.01 
BHM,IOL mta4u0 any size A N,$0.01 
BHM,IOL mta5u0 any size A N,$0.01 
BHM,IOL mz60pd alcon any e,$0.01 
BHM,IOL pcboo Tecnis amo any s e,$0.01 
BHM,IOL sa60at any size A N,$0.01 
BHM,IOL sn60at any size A N,$0.01 
BHM,IOL sn60wf any size A N,$0.01 
BHM,IOL sn6ad1 Restor any sz A N,"$2,685.00 "
BHM,IOL sn6ad3 Restor any sz A N,"$2,685.00 "
BHM,IOL sn6at3 Torc any size A N,"$1,485.00 "
BHM,IOL sn6at4 Torc any size A N,"$1,485.00 "
BHM,IOL sn6at5 Torc any size A N,"$1,485.00 "
BHM,IOL sn6at6 Torc any size A N,"$1,485.00 "
BHM,IOL sn6at7 Torc any size A N,"$1,485.00 "
BHM,IOL sn6at8 Torc any size A N,"$1,485.00 "
BHM,IOL sn6at9 Torc any size A N,"$1,485.00 "
BHM,IOL snd1t3 toric res r,"$2,685.00 "
BHM,IOL snd1t4 toric res r,"$2,685.00 "
BHM,Iol snd1t6 multifocal to c,"$2,685.00 "
BHM,IOL softech hd any sz lens c,$0.01 
BHM,Iol sv2576 restor multifo l,"$2,685.00 "
BHM,IOL sv25t0 any size a n,"$2,685.00 "
BHM,IOL sv25t3 restor multifo l,"$2,685.00 "
BHM,IOL sv25t4 restor multifo l,"$2,685.00 "
BHM,IOL sv25t5 restor multifo l,"$2,685.00 "
BHM,IOL Tecnis toric zct 0,"$1,245.00 "
BHM,IOL Tecnis toric zct 5,"$1,245.00 "
BHM,IOL Tecnis toric zct450 any z,"$1,245.00 "
BHM,IOL z9002 tecnis amo any s e,$0.01 
BHM,IOL za9003 tecnis amo any s e,$0.01 
BHM,IOL zb00 any size o,"$2,475.00 "
BHM,IOL zcb00 Tecnis any size O,$0.01 
BHM,IOL zct150 tecnis amo any s e,"$1,245.00 "
BHM,IOL zct225 tecnis amo any s e,"$1,245.00 "
BHM,IOL zct300 tecnis amo any s e,"$1,245.00 "
BHM,IOL zct400 tecnis amo any s e,"$1,245.00 "
BHM,IOL zlb00 any size o,"$2,475.00 "
BHM,IOL zm900 any size o,"$2,685.00 "
BHM,IOL zma00 Tecnis any size O,"$2,475.00 "
BHM,IOL zmb00 any size O,"$2,475.00 "
BHM,IOL zxr00 tecnis symf y,"$2,475.00 "
BHM,IOL zxt150 tecnis symfo to c,"$2,599.00 "
BHM,IOL zxt225 tecnis symfo to c,"$2,599.00 "
BHM,IOL zxt300 tecnis symfo to c,"$2,599.00 "
BHM,IOL zxt375 tecnis symfo to c,"$2,599.00 "
BHM,IONIZED Calcium of blood-MCI,$61.00 
BHM,Ipilimumab 1 mg inj,$813.00 
BHM,Ipratropium 0.5mg/2.5ml soln,$1.00 
BHM,Ipratropium 0.5mg/2.5ml solnUC,$0.30 
BHM,Ipratropium HFA 17mcg aer12.9g,$628.00 
BHM,Irinotecan 20mg inj,$38.00 
BHM,Iron,$61.00 
BHM,Iron (MCI),$61.00 
BHM,Iron binding capacity,$158.00 
BHM,Iron Binding Capacity (MCI),$61.00 
BHM,Iron dextran 50mg inj,$146.00 
BHM,Iron on tissue-quantitative,$180.00 
BHM,Iron polysaccharides 150mg cap,$0.00 
BHM,Irr impl venous access dev UC,$82.00 
BHM,Irradiation of blood product,$45.00 
BHM,Irrg tip pulse lavag fem ca l,$94.00 
BHM,Irrig bulb w prep 63 7,$11.00 
BHM,Irrig cann flextip 25x3mm 3 0,$233.00 
BHM,Irrig clip emax robotc110 0,$538.00 
BHM,Irrig handpc hiflw inpul210 4,$393.00 
BHM,Irrig probe bicap hemost 73 a,"$1,354.00 "
BHM,Irrig set coloplast 15 0,$88.00 
BHM,Irrig set cysto bladder 2c4 0,$35.00 
BHM,Irrig set cysto bladder 654 1,$64.00 
BHM,Irrig set cysto bladdr 313 5,$24.00 
BHM,Irrig set cysto bladdr v450 0,$23.00 
BHM,Irrig set eye adm bss/bss p s,$0.00 
BHM,Irrig set flud contrl oly a 6,$841.00 
BHM,Irrig set laprscopc notip60 2,$267.00 
BHM,Irrig set piston wprep 750 7,$12.00 
BHM,Irrig set start visiflow401 7,$124.00 
BHM,Irrig set tur tube spike 88 0,$123.00 
BHM,Irrig set w/trmp vlv 26 0,$364.00 
BHM,Irrig set y type turr 2c4 1,$71.00 
BHM,Irrig suction endowrist 410 9,"$2,167.00 "
BHM,Irrig suctn arth inflw 10k 0,$351.00 
BHM,Irrig suctn arth outflw24k 0,$536.00 
BHM,Irrig suctn arthro 25 0,$418.00 
BHM,Irrig suctn arthro flo dc1 0,$453.00 
BHM,Irrig suctn arthro set ar6 0,$63.00 
BHM,Irrig suctn plsw 5102 0,$540.00 
BHM,Irrig suctn Sonopet 5450850 3,"$3,547.00 "
BHM,Irrig suctn Surgilvplus 207 9,$381.00 
BHM,Irrig suctn us hndpc 545080 1,"$6,905.00 "
BHM,Irrig syst contmnt sys max 1,$167.00 
BHM,Irrig tip suctn stnd covr n c,$22.00 
BHM,Irrig tube emax hfl 110 1,$458.00 
BHM,Irrig tube hydro 5x33 0026 0,$423.00 
BHM,Irrig vagina,$400.00 
BHM,Irrig w/cord tubing 801 3,$388.00 
BHM,Irrig wound bottle shield10 0,$12.00 
BHM,Irrig wound kit smh ed 5 0,$116.00 
BHM,Irrig wound splashield ss 0,$14.00 
BHM,Irrigate implant venous access dev,$375.00 
BHM,Isavuconazonium 186 mg PO,$175.00 
BHM,Isentress tb 400mg 60uu UC,$36.00 
BHM,ISH each add single probe-NG,$166.00 
BHM,ISH initial single probe-NG,$166.00 
BHM,ISH-additional probe 864,$767.00 
BHM,ISH-Additional Probe-Vitro,$66.00 
BHM,ISH-first probe per spec-865,$767.00 
BHM,ISH-First Probe-Vitro,$75.00 
BHM,Islet cell Abs,$8.00 
BHM,Isoflurane 250ml bottle anes,$0.00 
BHM,Isoflurane inh anes,$0.00 
BHM,Isohemaglutinin titer,$36.00 
BHM,Isoniazid 100mg tab,$1.00 
BHM,Isoniazid 100mg/ml inj,$343.00 
BHM,Isoniazid 300mg tab,$1.00 
BHM,Isoniazid 50mg/5ml syrup,$1.00 
BHM,Isoproterenol 0.2mg/ml 1ml inj,"$8,800.00 "
BHM,Isoproterenol 0.2mg/ml 5ml inj,"$14,321.00 "
BHM,Isosorb din 30mg tab,$1.00 
BHM,Isosorbide dinitrate 10mg tab,$1.00 
BHM,Isosorbide dinitrate 20mg tab,$1.00 
BHM,Isosorbide dinitrate 40mg tab,$34.00 
BHM,Isosorbide dinitrate 5mg tab,$1.00 
BHM,Isosorbide mononitra 30mg tab,$1.00 
BHM,Isosorbide mononitra 60mg tab,$1.00 
BHM,Isosorbide mononitrat 120mgtab,$1.00 
BHM,Isosulfan blue 1mg inj,$71.00 
BHM,Isotope handling/loading,$672.00 
BHM,Itraconazole 100mg cap,$10.00 
BHM,Itraconazole 10mg 1ml,$4.00 
BHM,IV access clearmicr conn mc 0,$0.00 
BHM,IV access clearmicr conn mc 1,$0.00 
BHM,IV access dev ll actIV 2n9 0,$0.00 
BHM,IV accs spin male ch200 c,$25.00 
BHM,IV adaptr l l safe 4in 5095 3,$0.00 
BHM,IV adaptr safe femal 81225 1,$0.00 
BHM,IV adaptr stpck 4w xtn 2c6 1,$0.00 
BHM,IV admin 101in gtt 2h6 0,$0.00 
BHM,IV admin 108in 10gtt 2c7 7,$0.00 
BHM,IV admin 123in male ll21732 4,$0.00 
BHM,IV admin 89in 10 2c6 9,$0.00 
BHM,IV admin 97in 2site 2h8 9,$0.00 
BHM,IV admin anes yellow 2c9 8,$0.00 
BHM,IV admin basic 10drop 1c8 9,$0.00 
BHM,IV admin buretrl 3ysite 2c8 2,$0.00 
BHM,IV admin buretrol 60 2c8 9,$0.00 
BHM,IV admin burette w filtr721 e,$0.00 
BHM,IV admin contin sngport 2c8 5,$0.00 
BHM,IV admin continu-flo 60 2c8 6,$0.00 
BHM,IV admin flow micro72 2c9 6,$0.00 
BHM,IV admin fluid h965913000 1,$0.00 
BHM,IV admin imagin mridium 105 0,$177.00 
BHM,IV admin low sorb set 10010 4,$0.00 
BHM,IV admin min conn quadfs qf 0,$0.00 
BHM,IV admin normothermic d- 0,$0.00 
BHM,IV admin set fluid sng 581 4,$0.00 
BHM,IV admin stand 10-15gtt 2c8 1,$0.00 
BHM,IV admin trifus ck valve bt 6,$0.00 
BHM,IV admin vlv safeday 415 8,$14.00 
BHM,IV admin y chk valv baby bb 6,$0.00 
BHM,IV anti siphone extn c25 2,$0.00 
BHM,IV bag contnr evac empty 50 l,$0.00 
BHM,IV bag contnr evac empty t,$0.00 
BHM,IV bag contnr Vialflx empty1lt,$0.00 
BHM,IV bag contnr Vialflx empty2lt,$0.00 
BHM,IV bag infuser 1000ml in900 2,$61.00 
BHM,IV blood contrl 18g bf382 4,$0.00 
BHM,IV blood contrl 20g bf382 3,$0.00 
BHM,IV blood contrl 22g bf382 3,$0.00 
BHM,IV blood contrl.24 bf382 2,$0.00 
BHM,IV blood filter 30ml 3960 f,$0.00 
BHM,IV blood filter 60ml 3960 f,$0.00 
BHM,IV blood filter leuko pl px c,$0.00 
BHM,IV blood filter leukocy rce t,$0.00 
BHM,IV blood transfus set sq4 7,$0.00 
BHM,IV blood warm stand flow 30 7,$0.00 
BHM,IV blood warmer tube 8ft 0,$0.00 
BHM,IV blood Y IV 2c8 0,$0.00 
BHM,IV blood Y IV v2 0,$0.00 
BHM,IV blood Y ty 78.5micr 1273 5,$0.00 
BHM,IV blood Y type 170-260 10 r,$0.00 
BHM,IV blood Y type 4c8 4,$0.00 
BHM,IV blood Y-type 80 mic 2c67 h,$0.00 
BHM,IV buretrol 150ml 2c8 5,$0.00 
BHM,IV cadd admin 60in m ll2173 2,$0.00 
BHM,IV cadd admin 88in 21703 4,$0.00 
BHM,IV cadd mini bore ext60 217 1,$0.00 
BHM,IV cap bg vflx 7/8 2b8 6,$2.00 
BHM,IV cap disinfect dual 150 b,$2.00 
BHM,IV cap dual llock blu 2c6 0,$0.00 
BHM,IV cap protect staysaf 5095 2,$0.00 
BHM,IV cath 14gx1 1/4in metal 4 8,$0.00 
BHM,IV cath 14gx1.25 radiopq 4 8,$0.00 
BHM,IV cath 14gx1.75 angio 381 9,$0.00 
BHM,IV cath 14gx1.75 insyte 381 7,$0.00 
BHM,IV cath 16gx1 3 4 insyt 381 7,$0.00 
BHM,IV cath 16gx1.16 autogd 381 4,$0.00 
BHM,IV cath 16gx1.16 gray 381 4,$0.00 
BHM,IV cath 16gx2 1/4 4 2,$0.00 
BHM,IV cath 18g 1.25 grn vp1251 c,$0.00 
BHM,IV cath 18g 2.25 grn vp2251 c,$0.00 
BHM,Iv cath 18g ac0181 0,$229.00 
BHM,Iv cath 18g ac0182 0,$437.00 
BHM,IV cath 18g wing grn 425359 2,$0.00 
BHM,IV cath 18g x1 1/4 proplus3 5,$0.00 
BHM,IV cath 18gx1 1/4 cathlon 4 4,$0.00 
BHM,IV cath 18gx1.16 autogd 381 4,$0.00 
BHM,IV cath 18gx1.16auto grn381 4,$0.00 
BHM,IV cath 18x1.25 radopq grn4 5,$0.00 
BHM,IV cath 20g 1.25pink vp1252 c,$0.00 
BHM,IV cath 20g 2.25pink vp2252 c,$0.00 
BHM,Iv cath 20g ac0201 0,$229.00 
BHM,Iv cath 20g ac0202 0,$437.00 
BHM,IV cath 20g x 1.16 381 4,$0.00 
BHM,IV cath 20g x1 pro plus 3 7,$0.00 
BHM,IV cath 20gax1.88in w 381 7,$0.00 
BHM,IV cath 20gx1 autogd w 381 3,$0.00 
BHM,IV cath 20gx1.25 radiopq 4 6,$0.00 
BHM,IV cath 20x .75 jelco tfln4 6,$0.00 
BHM,IV cath 22g 1.25blue vp1252 c,$0.00 
BHM,IV cath 22g 2.25blue vp2252 c,$0.00 
BHM,Iv cath 22g ac0221 0,$229.00 
BHM,Iv cath 22g ac0222 0,$437.00 
BHM,IV cath 22g x1 pro plus 3 0,$0.00 
BHM,IV cath 22ga radiopaque 381 3,$0.00 
BHM,IV cath 22gx1 autogd w 381 3,$0.00 
BHM,IV cath 22gx1 cathl metal 4 1,$0.00 
BHM,IV cath 22gx1 metal 4 2,$0.00 
BHM,IV cath 24g wing yel 425351 2,$0.00 
BHM,IV cath 24g x3/4 pro plus 3,$0.00 
BHM,IV cath 24gx.56 inst ag381 1,$0.00 
BHM,IV cath 24gx.56 insyte 381 1,$0.00 
BHM,IV cath 24gx.75 inst ag381 2,$0.00 
BHM,IV cath 24gx.75 insyte w381 2,$0.00 
BHM,IV cath 24gx5/8 quick 381 0,$0.00 
BHM,IV cath 24x3/4 jelco 4 3,$0.00 
BHM,IV cath 4f radial VSI 8 5,$0.00 
BHM,IV cath 5f radial VSI 8 8,$0.00 
BHM,IV cath 6f radial assr VSI9 7,$0.00 
BHM,IV cath 6f radial VSI 9 1,$0.00 
BHM,IV cath angio 10g x1.75 382 7,$0.00 
BHM,IV cath angio 14gx5 1/4 382 9,$0.00 
BHM,IV cath angio brach vaxce45 6,$0.00 
BHM,IV cath ext ll safe 5095 5,$0.00 
BHM,IV cath saft-inti y 20g 383 6,$0.00 
BHM,IV cath saft-inti y 22g 383 3,$0.00 
BHM,IV cath saft-inti y 24g 383 3,$0.00 
BHM,IV cath statlock pedi IV0 0,$0.00 
BHM,IV cath statlock secure IV0 7,$0.00 
BHM,IV cath statlock ultra IV0 1,$0.00 
BHM,IV cath twin 20/22 IV01 0,$0.00 
BHM,IV cath ysite 8.5 mini fs 7,$0.00 
BHM,IV conn t prm tube sjslp6 j,$0.00 
BHM,IV cont flo basc 10drop 2c8 1,$0.00 
BHM,IV cont flo macrodrip 2c8 9,$0.00 
BHM,IV cont flo sol 10 drop 2c8 7,$0.00 
BHM,IV cont flo sol 2vent 2c8 1,$0.00 
BHM,IV control A flo 2c8 1,$0.00 
BHM,IV control dial A flow ss5 0,$0.00 
BHM,IV ext enflow cartrig 98020 u,$0.00 
BHM,IV ext leur60in male21710 4,$0.00 
BHM,IV ext press inf purpl mc33 5,$0.00 
BHM,IV exten 2 inj 20 2c8 6,$0.00 
BHM,IV exten 30 luer lock 2c5 5,$0.00 
BHM,IV exten 35 male ll adp 2c6 7,$0.00 
BHM,IV exten 4 way lg bore 2c8 7,$0.00 
BHM,IV exten 6 micro clear 2n8 4,$0.00 
BHM,IV exten 60 light safe ls 5,$0.00 
BHM,IV exten 60 ll slip 5360 5,$0.00 
BHM,IV exten 60in f ll sld bc 6,$0.00 
BHM,IV exten 60in w sld ams 8,$0.00 
BHM,IV exten 72in m ll adpr 2c5 7,$0.00 
BHM,IV exten 7in m ll 440380 2,$0.00 
BHM,IV exten 7in m ll adpr sc5 7,$0.00 
BHM,IV exten 8.5 Openlink 7n8 0,$0.00 
BHM,IV exten anesth 36in 1265 8,$0.00 
BHM,IV exten cath green bc 0,$0.00 
BHM,IV exten cath t-conn min bc 8,$0.00 
BHM,IV exten clear6 port 2n8 8,$0.00 
BHM,IV exten filter add on 473 0,$0.00 
BHM,IV exten hep lc male ll 2n3 9,$0.00 
BHM,IV exten imaging mridiu 105 0,$172.00 
BHM,IV exten ll micr sm lf 471 4,$0.00 
BHM,IV exten luer lock 2c6 1,$0.00 
BHM,IV exten micro T conn 2n3 9,$0.00 
BHM,IV exten mini bore 38 2c5 5,$0.00 
BHM,IV exten mini vol 74 5360 c,$0.00 
BHM,IV exten press infs 8 mc33 2,$0.00 
BHM,IV exten venous w inj bf v,$0.00 
BHM,IV exten w/.22 mic fltr 2c8 1,$0.00 
BHM,IV exten Y male LL4.8in 2n1 1,$0.00 
BHM,IV exten Y site 2c8634 t,$0.00 
BHM,IV extension Y type 7n8 7,$0.00 
BHM,IV inf hi complex seq 1st hr 1st site,$150.00 
BHM,IV inf micr sidestep3015 9,$0.00 
BHM,IV inf Tx 1st hr 1st site,$305.00 
BHM,IV inf Tx 1st hr add site,$305.00 
BHM,IV inf Tx concurrent anysite x 1,$53.00 
BHM,IV inf Tx ea add hr all site,$150.00 
BHM,IV inf Tx seq 1 hr add site,$150.00 
BHM,IV inf Tx seq 1st hr 1st site,$150.00 
BHM,IV line manifold multi bt2 0,$0.00 
BHM,IV line manifold sm 4601 6,$0.00 
BHM,IV line montr ped h set m19 a,$0.00 
BHM,IV macrobore ext set 1265 8,$0.00 
BHM,IV manifold 2way h965700382 1,$0.00 
BHM,IV manifold 3way h965700383 1,$0.00 
BHM,IV manifold 5 stopcock ma50 m,$0.00 
BHM,IV manifold 6port nanoc am6 0,$0.00 
BHM,IV manifold Nept 1port 7000 0,$0.00 
BHM,IV manifold Nept 4port 7020 0,$0.00 
BHM,IV manifold singl h96562190 2,$0.00 
BHM,IV manifold suct Nept 4port S,$0.00 
BHM,IV Nitroglycrn set 1c8 3,$0.00 
BHM,IV Nitroglycrn set 2c7 1,$0.00 
BHM,IV plug llock m-f white med 1,$0.00 
BHM,IV primary infs micro 3015 3,$0.00 
BHM,IV pump admin 96in pca 2l3 9,$0.00 
BHM,IV pump exten w/ll 217 5,$0.00 
BHM,IV pump pca anti Siphon 217 7,$0.00 
BHM,IV secondary 2vent 37in 2c7 2,$0.00 
BHM,IV secondary admin v1 1,$0.00 
BHM,IV secondary lf 2c7 1,$0.00 
BHM,IV start kit IV6 5,$0.00 
BHM,IV start kit IV6 7,$0.00 
BHM,IV start kit iv8 0,$0.00 
BHM,IV start pedi IVs 2 0,$0.00 
BHM,IV stopcock 3 way 423840 1,$0.00 
BHM,IV stopcock 3 way 455 1,$0.00 
BHM,IV stopcock 3 way 473 9,$0.00 
BHM,IV stopcock 3 way clear 91 8,$0.00 
BHM,IV stopcock 3w ext 35in 2c5 3,$0.00 
BHM,IV stopcock 3w lrg bore 2c6 1,$0.00 
BHM,IV stopcock 3w rot ll lg 2c 4,$0.00 
BHM,IV stopcock 3way clear mx53 l,$0.00 
BHM,IV stopcock 3wy lrg m3 c,$0.00 
BHM,IV stopcock 4 way 4 c,$0.00 
BHM,IV stopcock 4 way mx43 0,$0.00 
BHM,IV stopcock 4w clear423850 1,$0.00 
BHM,IV stopcock 4w m adpr 2c6 9,$0.00 
BHM,IV stopcock 4w swvl 59 5,$0.00 
BHM,IV stopcock 4w swvl ll mx53 l,$0.00 
BHM,IV syrn adap imag mridiu105 0,$177.00 
BHM,IV transfer saf loc set 59 7,$0.00 
BHM,IV tube Paclitaxel vent 2c8 7,$0.00 
BHM,IV tube strip ylw 95in 137 8,$0.00 
BHM,IV tube y-type ext site 2n8 1,$0.00 
BHM,IV tubing Microbore our fil r,$0.00 
BHM,IV tubing non vent hp 9130 6,$0.00 
BHM,IV valve tbg safesi 7/8 rv1 0,$0.00 
BHM,IV vented 10 drop 2c8 9,$0.00 
BHM,IVP ad sam med q30 ad site,$120.00 
BHM,IVP additional same med q30 1site,$120.00 
BHM,IVP drip and or bolu w tomo xr,"$1,861.00 "
BHM,IVP drip and or bolus xr,"$2,084.00 "
BHM,IVP ea additional new med 1st site,$120.00 
BHM,IVP ea additional new med ad site,$120.00 
BHM,IVP initial new med 1site,$194.00 
BHM,IVP initial new med ad site,$194.00 
BHM,IVP w or wo KUB w or wo tomo,"$1,736.00 "
BHM,Ivus-oct coronary add vessel,"$7,033.00 "
BHM,Ivus-oct coronary intl vessel,"$7,033.00 "
BHM,Ixabepilone 1 mg inj,$437.00 
BHM,Ixazomib 2.3 mg cap,"$15,780.00 "
BHM,Ixazomib 3 mg cap,"$15,780.00 "
BHM,Ixazomib 4 mg cap,"$15,780.00 "
BHM,JACK2 V617F Mutation-NG,$195.00 
BHM,JAK2 EXON 12-14 mutation anal-NG,$295.00 
BHM,JAK2 EXON 12-14 Mutation-NG,$295.00 
BHM,JAK2 V617F mutation anal-NG,$195.00 
BHM,JAK2 V617F mutation analysis,$194.00 
BHM,JC Virus DNA PCR,$200.00 
BHM,JC virus DNA PCR on CSF,$200.00 
BHM,Jejunostomy cath placement sur,"$1,489.00 "
BHM,Jelly lub 2oz ster tube ,$0.00 
BHM,Jelly lube 2.7gr pack foilpack,$0.00 
BHM,Jelly petroleum 1oz lf,$0.00 
BHM,Jelly vaseline 3 1/4oz,$0.00 
BHM,Jo-1 antibody(c),$52.00 
BHM,Jo-1 IgG autoantibodies,$4.00 
BHM,Joint surv 1 vw 2or more jt xr,"$1,674.00 "
BHM,Juvederm UltraPlXC 0.4ml syr,$557.00 
BHM,Juvederm UltraXC 0.4ml,$507.00 
BHM,Juvederm UltraXC lidocaine 0.4ml,$577.00 
BHM,Juvederm UltraXC lidocaine 1ml,$677.00 
BHM,Juvederm VolumaXC lidocaine 1ml,$808.00 
BHM,K Phos 45  mmol/15 ml po Neo,$27.00 
BHM,Kaletra 100mg/25 tab UC,$8.00 
BHM,Kaletra 200/50 mg tab,$16.00 
BHM,Kappa cytoplasmic marker,$146.00 
BHM,Kappa free light chain-sr (c),$108.00 
BHM,Kappa free light chain-ur (c),$18.00 
BHM,Kappa surface marker,$146.00 
BHM,Kayexalate equiv 15gm/60ml,$17.00 
BHM,KB sensitivities-each (c),$82.00 
BHM,Kcentra 1 unit,$8.00 
BHM,KCL 10% 20mEq/15ml liq,$1.00 
BHM,Kcl 20 meq oral powder,$10.00 
BHM,KCL 20mEq/50ml soln IVPB,$50.00 
BHM,Kcl 40 meq/1L NS,$50.00 
BHM,Kengreal 1mg inj,$161.00 
BHM,Ketalar 10mg/ml 20ml vial,$198.00 
BHM,Ketamine 10 mg/ml 5ml syringe,$8.00 
BHM,Ketamine 100 mg/100 Ml drip,$0.00 
BHM,Ketamine 100mg/ml 5ml,$88.00 
BHM,Ketamine inj 50 mg/5 ml,$0.00 
BHM,Ketoconazole 200mg tab,$3.00 
BHM,Ketoconazole shampoo 4oz,$31.00 
BHM,Ketorolac 10mg tab,$1.00 
BHM,Ketorolac 15mg/ml 1ml vial,$28.00 
BHM,Ketorolac 30mg/ml 1ml vial,$61.00 
BHM,Ketorolac 30mg/ml 1ml vial UC,$37.00 
BHM,Ketorolac 30mg/ml 2ml vial,$69.00 
BHM,Ketorolac 30mg/ml 2ml vial UC,$41.00 
BHM,Ketorolac eye drops 5ml,$0.00 
BHM,Kid cadre 3 month,$220.00 
BHM,Kit morgue body bag72x90 55 b,$0.00 
BHM,Klebsiella Oxytoca PCR ID,$50.00 
BHM,Klebsiella pneumonia PCR ID,$50.00 
BHM,K-lyte 25 mEq tab,$2.00 
BHM,Knee / leg position t,$0.00 
BHM,Knee 1-2 views lt xr,$565.00 
BHM,Knee 1-2 views lt XR UC,$628.00 
BHM,Knee 1-2 views rt xr,$565.00 
BHM,Knee 1-2 views rt XR UC,$628.00 
